order_id,order_date,customer_id,city,pincode,item_name,category,quantity,unit_price,discount_pct,promo_code,payment_method,order_channel,delivery_time_mins,delivery_status,rider_id,customer_rating,gross_value,discount_amount,order_value
ZP1001177,30-03-2025 06:19,C15898,Mumbai,400001,Apple 1kg,Fruits & Vegetables,2,150,0,NONE,Credit Card,App,44,Delivered,R1184,3,300,0,300
ZP1001178,29-10-2024 11:37,C13329,Kolkata,700001,Soft Drink 1L,Beverages,1,60,0,NONE,Debit Card,App,35,Delivered,R1363,3,60,0,60
ZP1001179,25-05-2025 03:14,C14002,Hyderabad,500001,Butter 200g,Dairy,1,180,10,SAVE10,UPI,App,57,Delayed,R1283,,180,18,162
ZP1001180,04-05-2025 06:29,C14548,Ahmedabad,380001,Sugar 1kg,Staples,1,45,0,NONE,Debit Card,App,31,Delivered,R1028,4,45,0,45
ZP1001181,17-11-2024 03:29,C16210,Delhi,110001,Shampoo 200ml,Personal Care,1,140,0,NONE,UPI,App,28,Delivered,R1262,5,140,0,140
ZP1001182,23-12-2024 03:42,C11968,Chennai,600001,Salt 1kg,Staples,1,25,0,FEST50,UPI,App,26,Delivered,R1036,4,25,0,25
ZP1001183,14-08-2025 00:03,C15657,Ahmedabad,380001,Milk 1L,Dairy,3,60,0,NONE,Debit Card,App,26,Delivered,R1387,3,180,0,180
ZP1001184,07-11-2024 00:55,C13900,Mumbai,400001,Milk 1L,Dairy,1,60,0,NONE,UPI,App,48,Delivered,R1253,4,60,0,60
ZP1001185,09-09-2025 10:38,C15291,Ahmedabad,380001,Sugar 1kg,Staples,1,45,0,NONE,UPI,App,23,Returned,R1358,,45,0,45
ZP1001186,23-04-2025 12:47,C15831,Chennai,600001,Potato Chips 100g,Snacks,1,40,0,NONE,UPI,App,35,Delivered,R1258,5,40,0,40
ZP1001187,06-11-2024 00:22,C14020,Mumbai,400001,Salt 1kg,Staples,1,25,20,NEWUSER,Debit Card,App,25,Delivered,R1205,5,25,5,20
ZP1001188,05-01-2025 20:50,C13671,Bengaluru,560001,Butter 200g,Dairy,1,180,0,NONE,UPI,App,14,Delivered,R1305,5,180,0,180
ZP1001189,16-05-2025 13:43,C16495,Chennai,600001,Detergent 1kg,Household,2,200,0,NONE,COD,App,33,Delivered,R1248,4,400,0,400
ZP1001190,14-05-2025 23:07,C10141,Mumbai,400001,Curd 500g,Dairy,1,70,0,NONE,Credit Card,App,11,Delivered,R1244,3,70,0,70
ZP1001191,02-04-2025 06:12,C10762,Hyderabad,500001,Soft Drink 1L,Beverages,1,60,0,NONE,Debit Card,App,32,Delivered,R1345,5,60,0,60
ZP1001192,28-04-2025 18:43,C12410,Delhi,110001,Potato Chips 100g,Snacks,1,40,15,NONE,UPI,App,24,Delivered,R1076,3,40,6,34
ZP1001193,27-07-2025 00:21,C11815,Chennai,600001,Namkeen 200g,Snacks,4,80,0,NONE,UPI,App,25,Delivered,R1386,5,320,0,320
ZP1001194,08-02-2025 04:23,C13312,Mumbai,400001,Toothpaste 100g,Personal Care,1,90,0,NONE,COD,App,28,Delivered,R1280,5,90,0,90
ZP1001195,03-06-2025 04:12,C15667,Pune,411001,Curd 500g,Dairy,1,70,20,FEST50,UPI,App,30,Delivered,R1273,5,70,14,56
ZP1001196,25-12-2024 11:52,C11993,Ahmedabad,380001,Toothpaste 100g,Personal Care,1,90,0,NONE,UPI,App,27,Delivered,R1233,4,90,0,90
ZP1001197,26-11-2024 06:54,C12508,Ahmedabad,380001,Apple 1kg,Fruits & Vegetables,1,150,0,NONE,UPI,App,36,Delivered,R1392,4,150,0,150
ZP1001198,14-11-2024 05:39,C15439,Kolkata,700001,Potato 1kg,Fruits & Vegetables,2,35,0,NONE,UPI,App,30,Delivered,R1115,5,70,0,70
ZP1001199,25-12-2024 20:22,C14764,Mumbai,400001,Rice 5kg,Staples,1,450,20,NONE,UPI,App,63,Delivered,R1221,4,450,90,360
ZP1001200,30-04-2025 18:20,C13023,Kolkata,700001,Rice 5kg,Staples,2,450,0,NONE,COD,App,16,Delivered,R1014,4,900,0,900
ZP1001201,01-01-2025 06:32,C13876,Mumbai,400001,Namkeen 200g,Snacks,1,80,0,NONE,UPI,App,16,Delivered,R1186,4,80,0,80
ZP1001202,10-04-2025 15:19,C14534,Mumbai,400001,Soap 75g,Personal Care,1,40,0,NONE,COD,App,25,Delivered,R1053,5,40,0,40
ZP1001203,10-05-2025 14:30,C14349,Bengaluru,560001,Namkeen 200g,Snacks,1,80,0,NONE,UPI,App,19,Delivered,R1395,5,80,0,80
ZP1001204,15-05-2025 03:00,C12816,Delhi,110001,Paneer 200g,Dairy,3,120,5,SAVE10,COD,App,44,Delivered,R1039,5,360,18,342
ZP1001205,25-08-2025 02:46,C13485,Kolkata,700001,Wheat Flour 5kg,Staples,1,300,0,NONE,Debit Card,Website,50,Delivered,R1000,4,300,0,300
ZP1001206,24-11-2024 12:08,C16110,Chennai,600001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,UPI,App,25,Delivered,R1345,4,35,0,35
ZP1001207,03-09-2025 09:05,C14508,Delhi,110001,Bananas 1kg,Fruits & Vegetables,2,60,0,NONE,Debit Card,App,36,Delivered,R1102,4,120,0,120
ZP1001208,25-07-2025 13:10,C12709,Bengaluru,560001,Salt 1kg,Staples,1,25,0,NONE,UPI,Website,34,Delivered,R1181,5,25,0,25
ZP1001209,24-12-2024 21:37,C12882,Ahmedabad,380001,Sugar 1kg,Staples,1,45,0,NONE,COD,App,24,Delivered,R1108,4,45,0,45
ZP1001210,04-08-2025 21:41,C15757,Delhi,110001,Soft Drink 1L,Beverages,4,60,0,NONE,COD,App,37,Delayed,R1182,,240,0,240
ZP1001211,27-05-2025 01:27,C13717,Delhi,110001,Potato Chips 100g,Snacks,1,40,0,NONE,UPI,App,39,Delivered,R1287,5,40,0,40
ZP1001212,30-03-2025 07:58,C12219,Mumbai,400001,Potato 1kg,Fruits & Vegetables,3,35,0,SAVE10,UPI,App,10,Delivered,R1120,3,105,0,105
ZP1001213,14-10-2024 23:31,C12511,Kolkata,700001,Handwash 250ml,Personal Care,1,120,0,NONE,Credit Card,App,15,Returned,R1314,,120,0,120
ZP1001214,17-07-2025 05:08,C12059,Chennai,600001,Potato 1kg,Fruits & Vegetables,1,35,10,NEWUSER,Credit Card,App,26,Delivered,R1314,3,35,3.5,31.5
ZP1001215,22-05-2025 07:03,C11888,Bengaluru,560001,Sugar 1kg,Staples,1,45,0,NEWUSER,UPI,App,26,Delivered,R1167,5,45,0,45
ZP1001216,12-04-2025 14:24,C10988,Mumbai,400001,Bananas 1kg,Fruits & Vegetables,1,60,0,FEST50,UPI,App,30,Delivered,R1068,4,60,0,60
ZP1001217,18-12-2024 05:36,C15908,Chennai,600001,Frozen Paratha 400g,Frozen,1,160,5,NONE,COD,App,18,Delivered,R1165,4,160,8,152
ZP1001218,17-04-2025 23:04,C11577,Chennai,600001,Dishwash 500ml,Household,1,120,10,NONE,UPI,App,17,Delivered,R1256,4,120,12,108
ZP1001219,20-04-2025 11:35,C12584,Bengaluru,560001,Handwash 250ml,Personal Care,4,120,0,FEST50,UPI,App,25,Delivered,R1031,5,480,0,480
ZP1001220,27-09-2025 01:46,C10979,Ahmedabad,380001,Paneer 200g,Dairy,2,120,0,NONE,UPI,Website,15,Delayed,R1026,,240,0,240
ZP1001221,01-02-2025 04:00,C16085,Mumbai,400001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,UPI,Website,44,Delivered,R1013,3,30,0,30
ZP1001222,27-08-2025 08:23,C14389,Delhi,110001,Toothpaste 100g,Personal Care,1,90,0,NONE,Debit Card,App,42,Delivered,R1290,5,90,0,90
ZP1001223,13-01-2025 16:37,C17789,Ahmedabad,380001,Bananas 1kg,Fruits & Vegetables,1,60,0,NONE,Credit Card,App,37,Delivered,R1221,4,60,0,60
ZP1001224,23-01-2025 06:42,C16243,Delhi,110001,Milk 1L,Dairy,1,60,0,NONE,Credit Card,App,42,Delayed,R1099,,60,0,60
ZP1001225,07-05-2025 15:51,C15653,Chennai,600001,Frozen Paratha 400g,Frozen,2,160,10,FEST50,Debit Card,App,24,Delivered,R1043,4,320,32,288
ZP1001226,04-02-2025 12:18,C11516,Delhi,110001,Fruit Juice 1L,Beverages,1,120,20,NONE,COD,App,24,Delivered,R1269,4,120,24,96
ZP1001227,24-03-2025 09:58,C11569,Bengaluru,560001,Rice 5kg,Staples,1,450,0,NONE,UPI,App,34,Delivered,R1021,3,450,0,450
ZP1001228,06-10-2025 11:42,C11772,Ahmedabad,380001,Salt 1kg,Staples,1,25,0,NONE,UPI,App,39,Delivered,R1399,5,25,0,25
ZP1001229,24-09-2025 23:29,C16050,Delhi,110001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,UPI,App,34,Delivered,R1384,3,30,0,30
ZP1001230,10-04-2025 18:23,C13966,Pune,411001,Coffee 100g,Beverages,1,180,0,NONE,COD,App,33,Delivered,R1016,3,180,0,180
ZP1001231,08-02-2025 07:26,C12265,Bengaluru,560001,Rice 5kg,Staples,1,450,0,NONE,Credit Card,App,34,Delivered,R1293,4,450,0,450
ZP1001232,05-10-2025 10:32,C15935,Bengaluru,560001,Potato 1kg,Fruits & Vegetables,1,35,10,NONE,UPI,App,41,Delayed,R1272,,35,3.5,31.5
ZP1001233,04-04-2025 12:49,C14829,Mumbai,400001,Tomato 1kg,Fruits & Vegetables,1,30,20,SAVE10,UPI,App,43,Delivered,R1370,4,30,6,24
ZP1001234,13-12-2024 08:12,C18000,Chennai,600001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,COD,App,27,Delivered,R1325,5,35,0,35
ZP1001235,07-11-2024 17:29,C16227,Delhi,110001,Butter 200g,Dairy,2,180,0,NONE,UPI,App,37,Delayed,R1206,,360,0,360
ZP1001236,21-03-2025 11:38,C14297,Pune,411001,Potato 1kg,Fruits & Vegetables,1,35,5,NEWUSER,UPI,App,10,Delivered,R1124,4,35,1.75,33.25
ZP1001237,02-02-2025 23:50,C14888,Delhi,110001,Rice 5kg,Staples,1,450,20,NONE,Debit Card,App,10,Delivered,R1101,3,450,90,360
ZP1001238,17-09-2025 12:46,C12318,Ahmedabad,380001,Butter 200g,Dairy,1,180,0,NONE,COD,Website,25,Delivered,R1373,4,180,0,180
ZP1001239,25-03-2025 13:36,C10823,Bengaluru,560001,Fruit Juice 1L,Beverages,1,120,5,SAVE10,UPI,App,22,Delivered,R1039,4,120,6,114
ZP1001240,04-06-2025 15:02,C16820,Pune,411001,Toothpaste 100g,Personal Care,2,90,0,NONE,Debit Card,App,51,Delivered,R1207,3,180,0,180
ZP1001241,29-04-2025 09:14,C11590,Kolkata,700001,Soft Drink 1L,Beverages,2,60,0,NONE,UPI,App,26,Delivered,R1199,3,120,0,120
ZP1001242,20-12-2024 11:15,C12426,Kolkata,700001,Sugar 1kg,Staples,3,45,10,NONE,Debit Card,App,34,Delivered,R1177,3,135,13.5,121.5
ZP1001243,26-07-2025 01:24,C11863,Pune,411001,Fruit Juice 1L,Beverages,4,120,20,NEWUSER,Credit Card,App,32,Delivered,R1317,5,480,96,384
ZP1001244,20-07-2025 05:46,C12956,Kolkata,700001,Chocolate Bar 50g,Snacks,2,50,0,NONE,COD,App,13,Delivered,R1115,4,100,0,100
ZP1001245,31-12-2024 14:57,C11469,Chennai,600001,Detergent 1kg,Household,1,200,0,NONE,UPI,App,33,Delivered,R1231,5,200,0,200
ZP1001246,15-04-2025 22:46,C12476,Mumbai,400001,Floor Cleaner 1L,Household,1,110,0,NONE,Debit Card,App,30,Delivered,R1111,4,110,0,110
ZP1001247,08-02-2025 14:31,C10115,Mumbai,400001,Paneer 200g,Dairy,1,120,0,NONE,Debit Card,App,48,Delivered,R1162,4,120,0,120
ZP1001248,26-04-2025 09:29,C15800,Pune,411001,Butter 200g,Dairy,4,180,0,NONE,COD,App,23,Delivered,R1025,3,720,0,720
ZP1001249,21-11-2024 08:44,C14375,Chennai,600001,Salt 1kg,Staples,1,25,0,NONE,Credit Card,App,37,Cancelled,R1046,,25,0,25
ZP1001250,01-02-2025 07:43,C11036,Kolkata,700001,Bananas 1kg,Fruits & Vegetables,1,60,10,NEWUSER,UPI,App,36,Delivered,R1016,5,60,6,54
ZP1001251,25-05-2025 06:38,C12247,Delhi,110001,Salt 1kg,Staples,3,25,0,NONE,UPI,App,19,Delivered,R1107,5,75,0,75
ZP1001252,11-05-2025 05:13,C10372,Mumbai,400001,Salt 1kg,Staples,1,25,0,NONE,COD,App,10,Delivered,R1265,5,25,0,25
ZP1001253,10-12-2024 05:27,C17981,Mumbai,400001,Chocolate Bar 50g,Snacks,1,50,0,NONE,COD,App,30,Delivered,R1021,3,50,0,50
ZP1001254,10-12-2024 21:08,C10446,Chennai,600001,Milk 1L,Dairy,2,60,5,FEST50,UPI,Website,44,Delayed,R1005,,120,6,114
ZP1001255,21-07-2025 12:49,C14533,Delhi,110001,Sugar 1kg,Staples,2,45,20,FEST50,UPI,App,33,Delivered,R1204,3,90,18,72
ZP1001256,28-07-2025 14:53,C12393,Bengaluru,560001,Soft Drink 1L,Beverages,2,60,5,SAVE10,Credit Card,App,40,Delivered,R1048,4,120,6,114
ZP1001257,21-08-2025 21:50,C15713,Hyderabad,500001,Paneer 200g,Dairy,2,120,10,NONE,UPI,App,22,Delivered,R1353,5,240,24,216
ZP1001258,25-05-2025 11:52,C17733,Mumbai,400001,Potato Chips 100g,Snacks,1,40,0,NONE,UPI,App,39,Delivered,R1305,4,40,0,40
ZP1001259,11-12-2024 03:40,C11034,Hyderabad,500001,Frozen Pizza 400g,Frozen,1,280,0,NONE,UPI,App,10,Delivered,R1171,3,280,0,280
ZP1001260,28-09-2025 23:56,C15225,Bengaluru,560001,Sugar 1kg,Staples,1,45,5,NEWUSER,Debit Card,App,36,Delivered,R1256,3,45,2.25,42.75
ZP1001261,07-10-2025 22:06,C17114,Kolkata,700001,Soft Drink 1L,Beverages,2,60,15,FEST50,COD,App,10,Delivered,R1389,3,120,18,102
ZP1001262,10-06-2025 07:46,C16166,Bengaluru,560001,Detergent 1kg,Household,1,200,0,NONE,UPI,App,37,Delivered,R1348,4,200,0,200
ZP1001263,29-07-2025 16:37,C14021,Delhi,110001,Shampoo 200ml,Personal Care,1,140,0,NONE,Wallet,App,23,Delayed,R1242,,140,0,140
ZP1001264,26-07-2025 09:50,C10840,Mumbai,400001,Soft Drink 1L,Beverages,1,60,0,NONE,Credit Card,App,40,Cancelled,R1102,,60,0,60
ZP1001265,21-01-2025 02:59,C17149,Mumbai,400001,Bananas 1kg,Fruits & Vegetables,1,60,0,NONE,Wallet,App,29,Returned,R1003,,60,0,60
ZP1001266,20-09-2025 06:53,C10100,Delhi,110001,Wheat Flour 5kg,Staples,1,300,0,SAVE10,UPI,App,43,Delivered,R1063,3,300,0,300
ZP1001267,05-04-2025 01:44,C14702,Delhi,110001,Potato 1kg,Fruits & Vegetables,2,35,0,NONE,UPI,App,35,Delivered,R1308,3,70,0,70
ZP1001268,23-08-2025 07:49,C12329,Hyderabad,500001,Frozen Peas 1kg,Frozen,1,180,0,NONE,UPI,App,31,Delivered,R1092,3,180,0,180
ZP1001269,02-02-2025 14:53,C13845,Bengaluru,560001,Namkeen 200g,Snacks,1,80,0,NONE,UPI,App,44,Delivered,R1153,5,80,0,80
ZP1001270,06-12-2024 17:16,C13921,Chennai,600001,Cookies 150g,Snacks,1,90,15,FEST50,Wallet,App,35,Delayed,R1337,,90,13.5,76.5
ZP1001271,13-02-2025 14:35,C13608,Pune,411001,Milk 1L,Dairy,1,60,0,NONE,COD,App,50,Delivered,R1142,5,60,0,60
ZP1001272,20-02-2025 23:38,C12791,Kolkata,700001,Bananas 1kg,Fruits & Vegetables,1,60,0,NONE,Debit Card,App,29,Delivered,R1062,3,60,0,60
ZP1001273,13-07-2025 19:15,C11510,Mumbai,400001,Cookies 150g,Snacks,1,90,0,NONE,UPI,App,27,Delivered,R1285,4,90,0,90
ZP1001274,27-03-2025 22:37,C17909,Delhi,110001,Bananas 1kg,Fruits & Vegetables,3,60,0,SAVE10,UPI,App,19,Delivered,R1316,3,180,0,180
ZP1001275,19-03-2025 00:47,C10420,Mumbai,400001,Rice 5kg,Staples,2,450,0,NONE,UPI,App,23,Delivered,R1080,5,900,0,900
ZP1001276,07-03-2025 10:37,C12068,Bengaluru,560001,Potato Chips 100g,Snacks,2,40,0,NONE,Debit Card,App,27,Delivered,R1122,3,80,0,80
ZP1001277,16-03-2025 01:11,C17709,Ahmedabad,380001,Namkeen 200g,Snacks,1,80,0,NONE,UPI,App,21,Delivered,R1142,3,80,0,80
ZP1001278,20-07-2025 00:15,C17059,Mumbai,400001,Curd 500g,Dairy,2,70,15,SAVE10,Wallet,App,37,Delivered,R1272,4,140,21,119
ZP1001279,11-03-2025 06:56,C13913,Hyderabad,500001,Milk 1L,Dairy,2,60,0,NONE,UPI,App,14,Delivered,R1088,5,120,0,120
ZP1001280,03-10-2025 08:49,C10934,Chennai,600001,Milk 1L,Dairy,3,60,0,NONE,UPI,Website,19,Delivered,R1077,4,180,0,180
ZP1001281,20-02-2025 20:49,C16734,Chennai,600001,Apple 1kg,Fruits & Vegetables,1,150,15,FEST50,Wallet,App,10,Delivered,R1088,4,150,22.5,127.5
ZP1001282,04-08-2025 18:14,C10535,Hyderabad,500001,Bananas 1kg,Fruits & Vegetables,1,60,0,SAVE10,Debit Card,App,21,Returned,R1151,,60,0,60
ZP1001283,05-10-2025 16:03,C13282,Mumbai,400001,Toothpaste 100g,Personal Care,1,90,0,NONE,Credit Card,App,44,Delivered,R1236,5,90,0,90
ZP1001284,21-07-2025 18:32,C14028,Bengaluru,560001,Curd 500g,Dairy,3,70,0,NONE,COD,App,23,Delayed,R1042,,210,0,210
ZP1001285,21-10-2024 21:49,C10606,Hyderabad,500001,Dishwash 500ml,Household,1,120,0,NONE,Wallet,App,19,Delivered,R1178,5,120,0,120
ZP1001286,28-06-2025 21:11,C14726,Mumbai,400001,Bananas 1kg,Fruits & Vegetables,1,60,10,NEWUSER,COD,App,21,Delivered,R1335,4,60,6,54
ZP1001287,29-12-2024 22:36,C15156,Delhi,110001,Coffee 100g,Beverages,1,180,20,NONE,COD,App,34,Delivered,R1166,5,180,36,144
ZP1001288,03-07-2025 09:14,C15623,Mumbai,400001,Wheat Flour 5kg,Staples,2,300,0,NONE,UPI,App,45,Cancelled,R1358,,600,0,600
ZP1001289,30-01-2025 09:36,C10439,Mumbai,400001,Curd 500g,Dairy,3,70,15,NONE,Credit Card,App,40,Delivered,R1061,4,210,31.5,178.5
ZP1001290,28-02-2025 02:49,C11242,Delhi,110001,Frozen Pizza 400g,Frozen,2,280,0,NONE,Debit Card,Website,14,Delivered,R1163,4,560,0,560
ZP1001291,09-02-2025 06:33,C11222,Mumbai,400001,Paneer 200g,Dairy,2,120,0,NONE,Credit Card,App,46,Cancelled,R1047,,240,0,240
ZP1001292,30-07-2025 11:38,C16644,Hyderabad,500001,Milk 1L,Dairy,1,60,0,NONE,Credit Card,App,42,Delivered,R1172,4,60,0,60
ZP1001293,10-02-2025 16:11,C14610,Chennai,600001,Butter 200g,Dairy,1,180,15,NEWUSER,Wallet,App,35,Delivered,R1324,4,180,27,153
ZP1001294,07-05-2025 04:32,C17775,Kolkata,700001,Handwash 250ml,Personal Care,3,120,10,NONE,UPI,App,16,Returned,R1081,,360,36,324
ZP1001295,26-12-2024 14:23,C12489,Bengaluru,560001,Curd 500g,Dairy,2,70,5,NONE,Credit Card,App,19,Delivered,R1262,3,140,7,133
ZP1001296,01-01-2025 06:24,C10697,Mumbai,400001,Curd 500g,Dairy,1,70,0,NONE,Credit Card,Website,20,Delayed,R1184,,70,0,70
ZP1001297,16-04-2025 08:58,C12033,Mumbai,400001,Soft Drink 1L,Beverages,1,60,5,NONE,UPI,App,23,Delivered,R1145,5,60,3,57
ZP1001298,23-08-2025 09:17,C10970,Chennai,600001,Tea 250g,Beverages,1,200,0,NONE,UPI,Website,32,Delivered,R1285,5,200,0,200
ZP1001299,22-11-2024 19:03,C14571,Chennai,600001,Tea 250g,Beverages,1,200,15,NONE,Debit Card,App,10,Delivered,R1390,5,200,30,170
ZP1001300,11-01-2025 13:04,C16262,Mumbai,400001,Chocolate Bar 50g,Snacks,1,50,0,NONE,Wallet,App,14,Delayed,R1296,,50,0,50
ZP1001301,10-02-2025 14:25,C13409,Ahmedabad,380001,Handwash 250ml,Personal Care,1,120,0,NONE,Credit Card,App,27,Delivered,R1181,4,120,0,120
ZP1001302,07-04-2025 21:12,C14966,Mumbai,400001,Shampoo 200ml,Personal Care,3,140,0,NONE,UPI,App,41,Delivered,R1315,5,420,0,420
ZP1001303,05-07-2025 01:27,C14883,Hyderabad,500001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,Debit Card,App,26,Delivered,R1267,3,35,0,35
ZP1001304,04-04-2025 07:16,C16477,Chennai,600001,Wheat Flour 5kg,Staples,1,300,20,FEST50,Wallet,Website,32,Delivered,R1225,3,300,60,240
ZP1001305,04-10-2025 06:19,C15066,Pune,411001,Bananas 1kg,Fruits & Vegetables,1,60,0,NONE,UPI,App,43,Delivered,R1372,3,60,0,60
ZP1001306,31-10-2024 14:08,C11848,Chennai,600001,Rice 5kg,Staples,2,450,0,NONE,Debit Card,App,20,Delivered,R1047,3,900,0,900
ZP1001307,12-06-2025 11:41,C16354,Kolkata,700001,Sugar 1kg,Staples,1,45,0,NONE,Credit Card,App,17,Delivered,R1045,3,45,0,45
ZP1001308,22-06-2025 20:19,C14280,Bengaluru,560001,Garbage Bags 30pcs,Household,1,180,0,NONE,Credit Card,App,16,Delivered,R1318,3,180,0,180
ZP1001309,11-09-2025 13:02,C13116,Kolkata,700001,Handwash 250ml,Personal Care,1,120,15,NEWUSER,UPI,App,26,Delivered,R1209,4,120,18,102
ZP1001310,10-04-2025 13:40,C13690,Mumbai,400001,Chocolate Bar 50g,Snacks,1,50,0,NONE,Wallet,App,22,Delayed,R1324,,50,0,50
ZP1001311,25-01-2025 01:14,C17442,Pune,411001,Handwash 250ml,Personal Care,1,120,0,NONE,UPI,App,49,Delivered,R1311,4,120,0,120
ZP1001312,24-05-2025 05:55,C13626,Hyderabad,500001,Frozen Peas 1kg,Frozen,1,180,0,SAVE10,UPI,App,32,Delivered,R1015,3,180,0,180
ZP1001313,28-02-2025 16:21,C12435,Kolkata,700001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,UPI,App,38,Delivered,R1064,3,35,0,35
ZP1001314,20-11-2024 19:48,C17046,Delhi,110001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,Debit Card,App,19,Delayed,R1060,,35,0,35
ZP1001315,05-06-2025 06:20,C14821,Chennai,600001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,Debit Card,App,29,Cancelled,R1112,,30,0,30
ZP1001316,23-01-2025 13:21,C13512,Hyderabad,500001,Butter 200g,Dairy,4,180,0,NONE,UPI,App,26,Delivered,R1267,5,720,0,720
ZP1001317,26-02-2025 15:33,C12501,Kolkata,700001,Sugar 1kg,Staples,2,45,0,NONE,UPI,App,32,Delivered,R1216,5,90,0,90
ZP1001318,16-09-2025 21:58,C14658,Mumbai,400001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,UPI,App,34,Delivered,R1277,4,35,0,35
ZP1001319,24-11-2024 07:49,C15087,Mumbai,400001,Tea 250g,Beverages,1,200,5,FEST50,Debit Card,App,25,Delivered,R1202,5,200,10,190
ZP1001320,02-12-2024 19:31,C10493,Bengaluru,560001,Wheat Flour 5kg,Staples,1,300,5,NEWUSER,Wallet,App,27,Delivered,R1035,4,300,15,285
ZP1001321,15-07-2025 11:40,C14994,Mumbai,400001,Paneer 200g,Dairy,1,120,10,SAVE10,UPI,App,43,Delayed,R1324,,120,12,108
ZP1001322,10-02-2025 06:12,C17865,Pune,411001,Tea 250g,Beverages,4,200,0,NONE,Credit Card,App,19,Delivered,R1330,3,800,0,800
ZP1001323,24-07-2025 18:19,C16062,Bengaluru,560001,Frozen Paratha 400g,Frozen,1,160,0,NONE,UPI,Website,38,Delivered,R1052,5,160,0,160
ZP1001324,14-03-2025 19:52,C10812,Ahmedabad,380001,Bananas 1kg,Fruits & Vegetables,3,60,0,NONE,Credit Card,App,33,Delivered,R1371,3,180,0,180
ZP1001325,09-12-2024 04:43,C17762,Bengaluru,560001,Namkeen 200g,Snacks,4,80,5,NONE,Credit Card,App,38,Delivered,R1356,3,320,16,304
ZP1001326,08-12-2024 16:51,C16248,Bengaluru,560001,Frozen Paratha 400g,Frozen,1,160,5,FEST50,Credit Card,App,26,Delivered,R1278,5,160,8,152
ZP1001327,31-01-2025 21:09,C11702,Kolkata,700001,Garbage Bags 30pcs,Household,1,180,0,NONE,UPI,App,42,Delivered,R1119,3,180,0,180
ZP1001328,26-12-2024 19:08,C15124,Chennai,600001,Namkeen 200g,Snacks,1,80,0,NONE,COD,App,22,Delivered,R1289,4,80,0,80
ZP1001329,15-11-2024 22:06,C11728,Hyderabad,500001,Garbage Bags 30pcs,Household,1,180,0,NONE,COD,App,36,Delivered,R1156,5,180,0,180
ZP1001330,12-01-2025 07:22,C12167,Hyderabad,500001,Fruit Juice 1L,Beverages,2,120,0,NONE,Wallet,App,35,Returned,R1370,,240,0,240
ZP1001331,11-05-2025 20:19,C15410,Chennai,600001,Paneer 200g,Dairy,1,120,0,NONE,UPI,App,31,Delayed,R1319,,120,0,120
ZP1001332,20-07-2025 05:12,C10665,Bengaluru,560001,Butter 200g,Dairy,1,180,0,NONE,UPI,App,42,Delivered,R1255,4,180,0,180
ZP1001333,17-01-2025 23:05,C11286,Ahmedabad,380001,Bananas 1kg,Fruits & Vegetables,3,60,0,NONE,Debit Card,App,43,Delivered,R1399,3,180,0,180
ZP1001334,26-04-2025 14:59,C11964,Ahmedabad,380001,Potato Chips 100g,Snacks,4,40,0,NONE,Debit Card,App,38,Delivered,R1164,4,160,0,160
ZP1001335,29-01-2025 04:01,C11423,Chennai,600001,Potato 1kg,Fruits & Vegetables,1,35,5,SAVE10,Wallet,Website,51,Delivered,R1074,3,35,1.75,33.25
ZP1001336,22-10-2024 18:36,C14521,Bengaluru,560001,Apple 1kg,Fruits & Vegetables,2,150,0,NONE,UPI,App,25,Delivered,R1379,4,300,0,300
ZP1001337,23-07-2025 14:47,C10614,Chennai,600001,Rice 5kg,Staples,1,450,0,NONE,COD,Website,26,Delivered,R1251,4,450,0,450
ZP1001338,08-11-2024 14:54,C11282,Mumbai,400001,Salt 1kg,Staples,2,25,0,NONE,Credit Card,App,33,Delayed,R1346,,50,0,50
ZP1001339,28-07-2025 15:40,C10021,Mumbai,400001,Cookies 150g,Snacks,1,90,0,NONE,UPI,App,27,Delivered,R1051,3,90,0,90
ZP1001340,01-07-2025 11:04,C13346,Bengaluru,560001,Butter 200g,Dairy,3,180,10,NONE,UPI,App,25,Delivered,R1073,4,540,54,486
ZP1001341,06-02-2025 09:29,C13690,Delhi,110001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,COD,App,12,Delivered,R1297,3,35,0,35
ZP1001342,22-08-2025 07:15,C15647,Pune,411001,Cookies 150g,Snacks,1,90,0,NONE,UPI,App,39,Delivered,R1345,5,90,0,90
ZP1001343,10-09-2025 03:53,C14864,Chennai,600001,Namkeen 200g,Snacks,1,80,0,NONE,Credit Card,App,28,Returned,R1004,,80,0,80
ZP1001344,26-03-2025 12:45,C13849,Kolkata,700001,Butter 200g,Dairy,1,180,0,NONE,Credit Card,App,29,Delivered,R1143,5,180,0,180
ZP1001345,02-09-2025 16:09,C12385,Delhi,110001,Bananas 1kg,Fruits & Vegetables,1,60,0,NONE,UPI,App,17,Delivered,R1080,5,60,0,60
